corrected_at_inspection,correction_deadline,correction_verified,date,facility_id,narrative_id,risk_level,source,standard,corrected_on_time
No,2014-10-07 00:00:00,2014-10-01 00:00:00,2014-09-09 00:00:00,590148,978120993,Medium High,Reports,"749.3081(a) - Food Preparation-caregivers must keep furniture, equipment, food surfaces, and areas where food is prepared, eaten, or stored clean and in repair",True
No,2014-10-07 00:00:00,,2014-09-09 00:00:00,590148,978120996,Medium,Reports,749.1003(b)(1) - Children's rights-Adhere to the child's rights to appropriate care and treatment in least restrictive setting available that meets the child's needs,True
No,2014-10-07 00:00:00,2014-10-01 00:00:00,2014-09-09 00:00:00,590148,978120994,High,Reports,749.3041(8) - Physical Environment-Foster home must ensure that house is free of rodents and insects,True
No,2014-09-29 00:00:00,,2014-09-09 00:00:00,590148,978120992,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",True
No,2014-10-21 00:00:00,,2014-09-09 00:00:00,590148,978120991,High,Reports,745.617 - Required background checks-individuals not involved in but who are regularly or frequently present in the area of the building ,True
No,2014-07-25 00:00:00,2014-07-24 00:00:00,2014-05-27 00:00:00,590148,978120990,High,Reports,749.931(a)(1)(B) - Annual Training-20 hrs with 4 hrs EBI training for other caregivers if children receiving child care/programmatic or primary medical needs services,True
No,2014-07-29 00:00:00,2014-07-29 00:00:00,2014-04-02 00:00:00,590148,978120980,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2014-07-29 00:00:00,2014-07-29 00:00:00,2014-04-02 00:00:00,590148,978120979,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",True
No,2014-01-28 00:00:00,,2013-11-20 00:00:00,590148,978120976,High,Reports,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,True
No,2013-12-31 00:00:00,,2013-10-30 00:00:00,590148,978120971,Medium High,Reports,749.2557(a) - Capacity-Foster homes may not exceed the total capacity stated on the home's verification,True
Yes,2013-10-30 00:00:00,,2013-10-10 00:00:00,590148,978120968,Medium High,Reports,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",True
No,2013-11-11 00:00:00,,2013-10-10 00:00:00,590148,978120966,Medium High,Reports,749.1003(b)(6) - Children's rights-Adhere to the child's right to discipline that is appropriate to the child's age and developmental level,True
No,2013-11-11 00:00:00,,2013-10-10 00:00:00,590148,978120965,Medium,Reports,749.1951(a) - Disciplinary Measures-Only a caregiver known to & knowledgeable of the child may discipline the child,True
No,2013-08-06 00:00:00,2013-08-06 00:00:00,2013-08-06 00:00:00,590148,977962767,High,Monitoring Inspections,"745.615(a)(6)(C) - Required background check - Each person 14 years of age or older, other than a client in care, that has unsupervised access to the children in care",True
No,2013-10-30 00:00:00,2013-10-30 00:00:00,2013-08-06 00:00:00,590148,978120954,High,Self Reported Incidents,749.2593(a)(4) - Supervision-The caregiver is responsible for being able to intervene when necessary to ensure each child's safety,True
No,2013-06-20 00:00:00,,2013-03-28 00:00:00,590148,978120947,Medium High,Reports,749.2629 - Respite-Agency/foster home providing respite care must meet applicable minimum standards; children in respite care count in capacity & ratio for home,True
No,2013-06-20 00:00:00,,2013-03-28 00:00:00,590148,978120946,Medium High,Reports,749.2557(a) - Capacity-Foster homes may not exceed the total capacity stated on the home's verification,True
No,2013-06-20 00:00:00,,2013-03-28 00:00:00,590148,978120940,High,Reports,"745.615(a)(6)(A) - Required background check - Each person at least 14 years of age, other than a client in care, who counted in child-to-caregiver ratios",True
No,2013-04-30 00:00:00,2013-04-23 00:00:00,2013-02-25 00:00:00,590148,978120939,Medium Low,Reports,"749.1335(4) - Service Plan Review and Update-If the review shows no progress towards meeting child's needs, document reasons for continued placement",True
No,2013-03-22 00:00:00,2013-04-23 00:00:00,2013-02-25 00:00:00,590148,978120936,Medium High,Reports,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",False
No,2013-04-30 00:00:00,2013-04-23 00:00:00,2013-02-25 00:00:00,590148,978120937,Medium,Reports,749.579(1) - Active child record-Ensure record is kept accurate and current,True
No,2013-04-26 00:00:00,2013-04-23 00:00:00,2013-02-25 00:00:00,590148,978120938,High,Reports,749.1107(a)(13) - Child Admission Records-Include identification of child's high risk behaviors and related safety plan staff and caregivers will implement,True
No,2014-12-05 00:00:00,2014-12-08 00:00:00,2014-11-24 00:00:00,1114686,977977026,Medium Low,Monitoring Inspections,749.1251(a) - Pre-placement visits-A child over six months of age must visit the foster home at least once before placement,False
No,2014-12-05 00:00:00,2014-12-08 00:00:00,2014-11-24 00:00:00,1114686,977800971,Medium High,Monitoring Inspections,"749.2447(12)(C) - Foster Home Screening-Evaluate prospective foster parents' health protection plan for a child, if a foster parent's religion prohibits",False
No,2014-12-05 00:00:00,2014-12-08 00:00:00,2014-11-24 00:00:00,1114686,978012334,Medium,Monitoring Inspections,"749.1417(a) - TB exam-Persons over 1 yr old who live, work, volunteer at operation have exam w/in 30 days, unless person had previous exam that meets requirements",False
No,2014-12-05 00:00:00,2014-12-08 00:00:00,2014-11-24 00:00:00,1114686,977906348,High,Monitoring Inspections,"749.2965(a) - Weapons-During home study, ask about weapons, firearms, explosives, projectiles; if present in home, review policies/requirements with foster parents",False
Yes,2015-01-23 00:00:00,,2015-01-23 00:00:00,324259,977918996,Medium Low,Monitoring Inspections,749.1133(b) - Admission Assessment-All information required in this subsection must be documented in admission assessment prior to child's non-emergency admission,True
Yes,2015-01-23 00:00:00,,2015-01-23 00:00:00,324259,977813510,Medium Low,Monitoring Inspections,749.2489(3) - Reports to Licensing-Agency submits information within 2 working days of putting foster home on inactive status or taking home off inactive status,True
Yes,2015-01-23 00:00:00,,2015-01-23 00:00:00,324259,977778244,Medium,Monitoring Inspections,749.933(a)(1) - Annual Training Timeline-Each person must complete the required annual training within 12 months from the date of his employment,True
Yes,2015-01-23 00:00:00,,2015-01-23 00:00:00,324259,977778245,Low,Monitoring Inspections,749.2471(10)(B) - Verification Certificate- Specifies foster home address and/or location,True
No,2014-12-12 00:00:00,2014-12-08 00:00:00,2014-11-04 00:00:00,324259,978087106,Medium Low,Reports,749.353(4) - Babysitter and Respite child-care provider policies-Include reference and background information that foster parents must get before using provider ,True
No,2014-12-12 00:00:00,2014-12-08 00:00:00,2014-11-04 00:00:00,324259,978087105,Medium,Reports,749.2815(C)(2) - Supervisory Visits- Document and evaluate any major life change in the foster family,True
No,2015-01-09 00:00:00,2015-01-23 00:00:00,2014-10-24 00:00:00,324259,978087102,Medium High,Reports,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",False
No,2014-08-04 00:00:00,2014-09-11 00:00:00,2014-06-10 00:00:00,324259,978087084,High,Reports,TFC261.303 - Interference with Investigation/court order-person may not interfere with investigation of report of child abuse or neglect conducted by licensing,False
No,2014-08-04 00:00:00,2014-09-11 00:00:00,2014-06-10 00:00:00,324259,978087082,High,Reports,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",False
Yes,2014-06-02 00:00:00,,2014-04-23 00:00:00,324259,978087078,Medium High,Reports,749.1813(a)(2) - Infant requirements-A foster home may not use baby bungee jumpers with infants,True
No,2014-03-14 00:00:00,2014-03-27 00:00:00,2014-03-08 00:00:00,324259,978087072,Medium High,Reports,749.3031(a) - Beds and bedding-each child shall have his own bed and mattress,False
No,2014-02-21 00:00:00,2014-02-21 00:00:00,2014-02-12 00:00:00,324259,978127098,Medium High,Assessments,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",True
No,2014-02-21 00:00:00,2014-02-21 00:00:00,2014-02-12 00:00:00,324259,978127097,Medium High,Assessments,749.2931(b) - Tobacco Product-Caregivers and other adults may only smoke tobacco products outside ,True
No,2014-02-21 00:00:00,2014-02-21 00:00:00,2014-02-12 00:00:00,324259,978127099,High,Assessments,749.1521(4) - Medication Storage-Store medication covered by Schedule II of the Texas Controlled Substances Act under double lock in a separate container,True
Yes,2014-02-17 00:00:00,,2014-02-05 00:00:00,324259,978005262,Medium Low,Monitoring Inspections,749.553(1) - Personnel records-Include date of employment,True
No,2014-02-17 00:00:00,2014-02-19 00:00:00,2014-02-05 00:00:00,324259,977758633,Medium Low,Monitoring Inspections,749.553(3) - Personnel records-Include current job description,False
No,2014-02-17 00:00:00,2014-02-19 00:00:00,2014-02-05 00:00:00,324259,978005264,Medium,Monitoring Inspections,749.2449(a)(6) - Interview For Foster Home Screening-Must include one interview by phone/in person or letter with child 12 yrs and older or adult children not in home,False
No,2014-02-17 00:00:00,2014-02-19 00:00:00,2014-02-05 00:00:00,324259,977970132,Medium,Monitoring Inspections,"749.2401 - Verification-In order for one spouse to be a foster parent, agency must verify both of them to provide foster care",False
No,2014-02-17 00:00:00,2014-02-19 00:00:00,2014-02-05 00:00:00,324259,977829054,Medium,Monitoring Inspections,"749.511(1) - Serious Incident Documentation-Includes name of the foster or adoptive home, physical address, and telephone number",False
No,2014-02-17 00:00:00,2014-02-19 00:00:00,2014-02-05 00:00:00,324259,977758632,Medium,Monitoring Inspections,749.553(5) - Personnel records-Include copy of a cleared tuberculosis screening conducted prior to the person having contact with children in care,False
No,2014-02-07 00:00:00,2014-02-20 00:00:00,2014-01-28 00:00:00,324259,977971560,High,Monitoring Inspections,745.8413 - Licensing must be allowed to inspect and investigate operation ,False
No,2014-01-03 00:00:00,2014-01-28 00:00:00,2013-11-19 00:00:00,324259,978087064,Medium High,Reports,749.1961 - Discipline-A person in care must not discipline or punish another person in care except when they are babysitting under 749.2599,False
No,2014-01-03 00:00:00,2014-01-28 00:00:00,2013-11-19 00:00:00,324259,978087066,High,Reports,745.8413 - Licensing must be allowed to inspect and investigate operation ,False
No,2013-11-25 00:00:00,2013-12-03 00:00:00,2013-10-22 00:00:00,324259,978087059,Medium High,Reports,749.1957(9) - Other Prohibited Discipline-Subjecting a child to abusive or profane language,False
No,2013-11-25 00:00:00,2013-12-03 00:00:00,2013-10-22 00:00:00,324259,978087056,Medium,Reports,749.1951(b)(1) - Disciplinary Measures-Must be consistent with agency policies & procedures,False
No,2013-09-16 00:00:00,2013-09-10 00:00:00,2013-08-22 00:00:00,324259,978087047,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-08-26 00:00:00,2013-09-09 00:00:00,2013-07-18 00:00:00,324259,978087042,Medium High,Reports,"749.1803(b) - Infant requirements-A caregiver must provide prompt attention to an infant's physical needs, such as feeding and diapering",False
No,2013-08-26 00:00:00,2013-09-09 00:00:00,2013-07-18 00:00:00,324259,978087040,Medium High,Reports,"749.3041(4) - Physical Environment-Foster home must ensure that outdoor areas are safe for children, kept clean, and in good repair",False
No,2013-08-09 00:00:00,2013-08-13 00:00:00,2013-07-11 00:00:00,324259,978087035,Medium High,Reports,749.3025(a) - Bedrooms-Assess to determine risk before an adult in care shares a bedroom with a child in care,False
No,2013-07-25 00:00:00,2013-08-14 00:00:00,2013-06-21 00:00:00,324259,978087031,Medium Low,Reports,749.1003(b)(13) - Children's rights-Adhere to the child's right to have personal possessions at his home and to acquire additional possessions within limits,False
No,2013-06-03 00:00:00,2013-05-29 00:00:00,2013-04-03 00:00:00,324259,978087026,Medium,Self Reported Incidents,749.1541(b)(7) - Medication Records-Must include the child's refusal to accept medication,True
No,2013-06-03 00:00:00,2013-05-29 00:00:00,2013-04-03 00:00:00,324259,978087025,Medium,Self Reported Incidents,749.2807(2) - Foster Home Compliance-must evaluate home when a change in the conditions of the verification or a major life change occurs,True
No,2013-06-03 00:00:00,2013-05-29 00:00:00,2013-04-03 00:00:00,324259,978087024,High,Self Reported Incidents,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",True
No,2013-05-31 00:00:00,2013-05-29 00:00:00,2013-03-28 00:00:00,324259,978087022,High,Self Reported Incidents,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,True
No,2013-04-09 00:00:00,2013-04-24 00:00:00,2013-03-09 00:00:00,324259,978087018,Medium,Reports,749.3031(c) - Beds and bedding-mattresses must have covers or protectors,False
No,2013-04-25 00:00:00,2013-04-22 00:00:00,2013-03-06 00:00:00,324259,978087012,Medium,Reports,749.1501(1) - Medication Self-Administration-The child's parent must give written authorization,True
No,2013-04-25 00:00:00,2013-04-22 00:00:00,2013-03-06 00:00:00,324259,978087009,Medium,Reports,749.3027(a)(1) - Bedrooms-child may share a bedroom with an adult caregiver if it is in the best interest of the child,True
No,2013-04-25 00:00:00,2013-04-22 00:00:00,2013-03-06 00:00:00,324259,978087014,High,Reports,749.1463(b)(5) - Administration of Medication-Ensure the child has taken the medication as prescribed,True
No,2013-04-25 00:00:00,2013-04-22 00:00:00,2013-03-06 00:00:00,324259,978087011,High,Reports,749.1521(2) - Medication Storage-Keep medication inaccessible other than to caregivers responsible for stored medication,True
No,2013-03-13 00:00:00,2013-04-05 00:00:00,2013-03-06 00:00:00,324259,977992699,Medium Low,Monitoring Inspections,749.553(3) - Personnel records-Include current job description,False
No,2013-03-13 00:00:00,2013-04-05 00:00:00,2013-03-06 00:00:00,324259,977745907,Medium Low,Monitoring Inspections,749.553(1) - Personnel records-Include date of employment,False
No,2013-04-11 00:00:00,2013-04-24 00:00:00,2013-02-16 00:00:00,324259,978087003,Medium High,Reports,749.2915 - Dangerous Tools-A foster home must store dangerous tools and equipment inaccessible to children; used by children with appropriate supervision,False
No,2013-04-11 00:00:00,2013-04-24 00:00:00,2013-02-16 00:00:00,324259,978087002,Medium High,Reports,"749.3041(4) - Physical Environment-Foster home must ensure that outdoor areas are safe for children, kept clean, and in good repair",False
No,2013-03-22 00:00:00,2013-04-05 00:00:00,2013-02-08 00:00:00,324259,978086995,Medium High,Reports,749.2931(b) - Tobacco Product-Caregivers and other adults may only smoke tobacco products outside ,False
No,2013-04-10 00:00:00,2013-04-02 00:00:00,2013-01-26 00:00:00,324259,978086991,Medium Low,Reports,749.3023(c)(1) - Bedrooms-foster children or any other household members may not use a room commonly used for other purposes as a bedroom,True
Yes,2013-02-26 00:00:00,,2013-01-26 00:00:00,324259,978086990,High,Reports,745.625(7) - Background checks submitted - Every 24 months after each person's background check was first submitted,True
No,2013-04-10 00:00:00,2013-04-02 00:00:00,2013-01-26 00:00:00,324259,978086988,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2015-01-23 00:00:00,2015-01-26 00:00:00,2014-12-10 00:00:00,142532,978091257,High,Reports,749.2593(a)(4) - Supervision-The caregiver is responsible for being able to intervene when necessary to ensure each child's safety,False
No,2014-11-10 00:00:00,2014-11-18 00:00:00,2014-11-10 00:00:00,142532,978017129,Medium High,Monitoring Inspections,"749.1541(b)(5) - Medication Record-Must include date (day, month, year) & time each medication was administered",False
No,2014-11-14 00:00:00,2014-11-12 00:00:00,2014-10-23 00:00:00,142532,978091246,Medium,Self Reported Incidents,"749.103(4) - Permit holder responsibilities-Ensure all required documentation is true, current, accurate, and complete",True
No,2014-11-14 00:00:00,2014-11-13 00:00:00,2014-10-23 00:00:00,142532,978091245,High,Self Reported Incidents,745.626(a) - Background check results - Must receive DPS and Central Registry prior to allowing unsupervised contact or direct access to children in care ,True
No,2014-09-16 00:00:00,2014-09-12 00:00:00,2014-09-09 00:00:00,142532,977766140,High,Monitoring Inspections,749.1521(1) - Medication Storage-Store medication in a locked container,True
No,2014-07-16 00:00:00,2014-07-17 00:00:00,2014-06-13 00:00:00,142532,978091220,High,Self Reported Incidents,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",False
No,2014-05-14 00:00:00,2014-05-08 00:00:00,2014-04-09 00:00:00,142532,977794725,Medium High,Monitoring Inspections,749.1463(b)(3) - Administration of Medication-Administer medications according to label instructions or a prescribing health-care professional's subsequent orders,True
No,2014-05-09 00:00:00,2014-05-08 00:00:00,2014-04-09 00:00:00,142532,977970982,Medium,Monitoring Inspections,"749.1003(b)(12) - Children's rights-Adhere to child's right to adequate personal clothing selected by him/her, suitable to age/size and comparable with peers",True
No,2014-03-31 00:00:00,2014-05-23 00:00:00,2014-03-10 00:00:00,142532,977987607,Medium High,Monitoring Inspections,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",False
No,2014-03-31 00:00:00,2014-05-23 00:00:00,2014-03-10 00:00:00,142532,977917032,Medium High,Monitoring Inspections,"749.3041(4) - Physical Environment-Foster home must ensure that outdoor areas are safe for children, kept clean, and in good repair",False
No,2014-08-09 00:00:00,2014-04-24 00:00:00,2014-03-05 00:00:00,142532,978091203,Medium High,Reports,"749.503(a)(3)(A) - Serious Incident-Report to Licensing as soon as aware of allegations or indications of abuse, neglect, or exploitation of a child",True
No,2014-08-09 00:00:00,2014-04-24 00:00:00,2014-03-05 00:00:00,142532,978091201,Medium High,Reports,749.2593(c)(6) - Supervision-Caregivers counted in child/caregiver ratio must implement and follow the children's service plans,True
No,2014-08-09 00:00:00,2014-04-24 00:00:00,2014-03-05 00:00:00,142532,978091202,High,Reports,749.3135(a) - Bodies of Water-caregivers must use prudent judgment and ensure children in care are protected from unsupervised access to water,True
No,2014-04-18 00:00:00,2014-03-17 00:00:00,2014-02-12 00:00:00,142532,978091192,Medium High,Reports,749.1957(9) - Other Prohibited Discipline-Subjecting a child to abusive or profane language,True
No,2014-04-18 00:00:00,2014-03-17 00:00:00,2014-02-12 00:00:00,142532,978091191,Medium High,Reports,749.2593(c)(6) - Supervision-Caregivers counted in child/caregiver ratio must implement and follow the children's service plans,True
No,2014-06-24 00:00:00,2014-03-21 00:00:00,2014-01-27 00:00:00,142532,978091187,High,Reports,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",True
No,2014-03-06 00:00:00,2014-04-24 00:00:00,2013-11-20 00:00:00,142532,978091172,Medium High,Reports,749.1401(d) - General medical requirements-Obtain follow-up medical treatment as recommended by the health-care professional,False
No,2014-03-06 00:00:00,2014-04-24 00:00:00,2013-11-20 00:00:00,142532,978091173,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",False
No,2013-11-22 00:00:00,2013-10-14 00:00:00,2013-10-03 00:00:00,142532,978091163,Medium High,Reports,749.1003(b)(6) - Children's rights-Adhere to the child's right to discipline that is appropriate to the child's age and developmental level,True
No,2013-11-22 00:00:00,2013-10-14 00:00:00,2013-10-03 00:00:00,142532,978091162,High,Reports,"749.1957(6) - Other Prohibited Discipline-Pinching, pulling hair, biting, or shaking a child",True
No,2013-06-05 00:00:00,2013-06-03 00:00:00,2013-04-08 00:00:00,142532,978091132,High,Reports,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",True
No,2014-11-03 00:00:00,2014-10-29 00:00:00,2014-08-22 00:00:00,165742,978075936,Medium High,Reports,"749.1957(8) - Other Prohibited Discipline-Humiliating, shaming, ridiculing, rejecting, or yelling at a child",True
No,2014-10-13 00:00:00,2014-11-05 00:00:00,2014-08-19 00:00:00,165742,978075931,Medium High,Reports,"749.3041(4) - Physical Environment-Foster home must ensure that outdoor areas are safe for children, kept clean, and in good repair",False
No,2014-10-13 00:00:00,2014-11-05 00:00:00,2014-08-19 00:00:00,165742,978075930,Medium High,Reports,"749.741(a) - RN care for children with primary medical needs-RN must be on staff/contract to respond to emergencies, questions, or other medical issues",False
No,2014-10-13 00:00:00,2014-11-05 00:00:00,2014-08-19 00:00:00,165742,978075929,High,Reports,745.617 - Required background checks-individuals not involved in but who are regularly or frequently present in the area of the building ,False
Yes,2014-06-24 00:00:00,,2014-06-24 00:00:00,165742,977938985,Medium Low,Monitoring Inspections,"749.1323 - Implementation of Service Plan-Implement a plan as soon as all team members have reviewed and signed it, but no later than 10 days after meeting",True
Yes,2014-06-24 00:00:00,,2014-06-24 00:00:00,165742,977763021,Medium Low,Monitoring Inspections,"749.1337 - Service Plan Review/Update-Notification, participation, implementation, documentation requirements for a review are the same as for an initial plan",True
Yes,2014-06-24 00:00:00,,2014-06-24 00:00:00,165742,977798213,Medium High,Monitoring Inspections,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",True
Yes,2014-06-24 00:00:00,,2014-06-24 00:00:00,165742,977903661,Medium,Monitoring Inspections,749.1189(1) - Emergency admission-Document in the child's record a brief description of the circumstances necessitating the emergency admission,True
Yes,2014-06-24 00:00:00,,2014-06-24 00:00:00,165742,977763022,Medium,Monitoring Inspections,749.673 - Child placement staff qualifications-Employees who perform child placement activities must meet educational and professional qualifications,True
Yes,2014-06-24 00:00:00,,2014-06-24 00:00:00,165742,977833311,High,Monitoring Inspections,"745.625(b) - Renewal background checks submitted - No later than two years from the date of your most recently requested initial or renewal background check
",True
No,2014-06-17 00:00:00,,2014-06-10 00:00:00,165742,978127608,High,Assessments,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",True
No,2014-06-17 00:00:00,,2014-06-10 00:00:00,165742,978127607,High,Assessments,"749.1401(a)(2) - General medical requirements-A child in care must receive medical care as needed for injury, illness, and pain",True
No,2014-08-01 00:00:00,2014-07-29 00:00:00,2014-05-19 00:00:00,165742,978075923,Medium High,Reports,749.1957(9) - Other Prohibited Discipline-Subjecting a child to abusive or profane language,True
No,2014-05-26 00:00:00,2014-06-10 00:00:00,2014-04-10 00:00:00,165742,978075916,High,Reports,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",False
No,2014-05-26 00:00:00,2014-06-10 00:00:00,2014-04-10 00:00:00,165742,978075915,High,Reports,"749.1401(a)(2) - General medical requirements-A child in care must receive medical care as needed for injury, illness, and pain",False
No,2014-06-11 00:00:00,2014-06-11 00:00:00,2014-03-12 00:00:00,165742,978075909,Medium,Reports,"749.2595(b)(2) - Supervision-Video camera not used in child's bedroom unless child under 5 years old, has primary medical needs, or has service plan that permits use",True
No,2013-10-31 00:00:00,2013-10-31 00:00:00,2013-08-19 00:00:00,165742,978075898,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-07-25 00:00:00,2013-07-30 00:00:00,2013-07-11 00:00:00,165742,977925662,Medium,Monitoring Inspections,"749.1541(b)(3) - Medication Record-Must include reason medication was prescribed, for prescription medication",False
No,2013-08-02 00:00:00,2013-08-08 00:00:00,2013-06-23 00:00:00,165742,978075897,Medium High,Reports,749.2599 - Supervision-A child 16 years old or older may serve as a babysitter for foster care children under the age of 13,False
No,2013-07-26 00:00:00,2013-08-08 00:00:00,2013-06-23 00:00:00,165742,978075896,High,Reports,"745.615(a)(6)(C) - Required background check - Each person 14 years of age or older, other than a client in care, that has unsupervised access to the children in care",False
No,2013-08-02 00:00:00,2014-07-14 00:00:00,2013-06-23 00:00:00,165742,978075895,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",False
No,2013-08-02 00:00:00,2013-08-08 00:00:00,2013-06-23 00:00:00,165742,978075894,High,Reports,749.2593(a)(4) - Supervision-The caregiver is responsible for being able to intervene when necessary to ensure each child's safety,False
No,2013-07-24 00:00:00,2013-07-16 00:00:00,2013-05-03 00:00:00,165742,978075893,High,Reports,HRC42.04412(a) - Interference with an investigation,True
No,2013-06-28 00:00:00,2013-07-03 00:00:00,2012-12-27 00:00:00,165742,978075890,Medium High,Reports,749.503(a)(1)(A) - Serious Incident-Report to Licensing no later than 24 hours after the incident when child dies in care,False
No,2014-05-08 00:00:00,2014-05-08 00:00:00,2014-04-29 00:00:00,1097234,977899643,Medium Low,Monitoring Inspections,749.945(2) - Annual Training-Caregiver that administers psychotropic medication must receive annual psychotropic medication training every 12 months,True
No,2014-02-28 00:00:00,2014-02-24 00:00:00,2014-02-19 00:00:00,1097234,978127297,Medium,Assessments,749.2381(d) - Evaluation-Results of each overall  annual evaluation made available to Licensing for review.,True
No,2013-08-09 00:00:00,2013-08-06 00:00:00,2013-06-27 00:00:00,1097234,978099336,Medium High,Reports,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2014-11-21 00:00:00,2014-11-21 00:00:00,2014-07-18 00:00:00,680152,978101857,Medium High,Reports,749.1003(b)(5)(B) - Children's rights-Adhere to the child's rights to be free from being subjected to corporal punishment,True
No,2014-11-21 00:00:00,2014-11-21 00:00:00,2014-07-18 00:00:00,680152,978101856,Medium High,Reports,749.2915 - Dangerous Tools-A foster home must store dangerous tools and equipment inaccessible to children; used by children with appropriate supervision,True
No,2014-11-21 00:00:00,2014-11-21 00:00:00,2014-07-18 00:00:00,680152,978101852,Medium,Reports,749.763(a) - A volunteer or contractor that performs an employee function must meet the same requirements as an employee who performs that function,True
No,2014-07-21 00:00:00,2014-07-16 00:00:00,2014-05-15 00:00:00,680152,978101845,Medium High,Reports,"749.1957(8) - Other Prohibited Discipline-Humiliating, shaming, ridiculing, rejecting, or yelling at a child",True
No,2014-07-21 00:00:00,2014-07-16 00:00:00,2014-05-15 00:00:00,680152,978101847,High,Reports,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",True
No,2013-07-10 00:00:00,,2013-07-03 00:00:00,680152,978124903,Medium Low,Assessments,749.1133(b)(10) - Admission Assessment-Include documentation of any efforts made to obtain required information if the information is not obtainable,True
No,2013-07-05 00:00:00,2013-08-01 00:00:00,2013-06-21 00:00:00,680152,977845344,Medium High,Monitoring Inspections,"749.1409(d) - General dental requirements-Obtain follow-up dental work indicated, such as treatment of cavities and cleaning",False
No,2013-07-05 00:00:00,2013-08-01 00:00:00,2013-06-21 00:00:00,680152,978022152,Medium,Monitoring Inspections,749.1311(a)(3) - Initial Service Planning Team-If child receiving treatment services include at least two professionals,False
No,2013-05-27 00:00:00,2013-07-01 00:00:00,2013-05-16 00:00:00,680152,977750655,Medium Low,Monitoring Inspections,749.1133(b)(10) - Admission Assessment-Include documentation of any efforts made to obtain required information if the information is not obtainable,False
No,2014-07-25 00:00:00,2014-07-30 00:00:00,2014-07-17 00:00:00,303961,978125996,Medium Low,Assessments,749.3023(c)(2) - Bedrooms-foster children or any other household members may not use a passageway to other rooms as a bedroom,False
No,2013-06-28 00:00:00,2013-07-02 00:00:00,2013-06-21 00:00:00,303961,977784783,High,Monitoring Inspections,749.1463(b)(5) - Administration of Medication-Ensure the child has taken the medication as prescribed,False
No,2013-07-12 00:00:00,2013-07-10 00:00:00,2013-06-21 00:00:00,303961,978071307,Medium High,Self Reported Incidents,"749.3103 - Transportation-drivers and passengers must follow federal, state and local laws, including child safety systems, seat belts, and insurance",True
No,2013-07-12 00:00:00,2013-07-10 00:00:00,2013-06-21 00:00:00,303961,978071305,High,Self Reported Incidents,749.2593(a)(5) - Supervision-The caregiver is responsible for not performing tasks that clearly impede the caregiver's ability to supervise and interact with children,True
Yes,2014-08-13 00:00:00,,2014-08-06 00:00:00,1135489,977871130,High,Monitoring Inspections,"745.625(a)(5) - Initial background checks submitted - At the time a non-client resident 14 or older lives or moves into your home, or non-client resident turns 14
",True
