administrator_director_name,adverse_action,conditions_on_permit,corrective_action,county,days_of_operation,email_address,facility_id,hours_of_operation,issuance_date,licensed_to_serve_ages,location_address,mailing_address,n_assessments,n_defic_high,n_defic_low,n_defic_medium,n_defic_medium_high,n_defic_medium_low,n_inspections,n_reports,n_self_reported_incidents,n_standards,open_branch_offices,open_foster_homes,operation_caregiver_name,operation_number,operation_type,other_schedule_information,phone_number,programmatic_services,temporarily_closed,treatment_services,type_of_issuance,website_address
Rosalind Forte',No,No,No,BEXAR,Monday - Friday,,1156795,08:00 AM-05:00 PM,10/6/2014,-,"6323 SOVEREIGN ST STE 172 SAN ANTONIO, TX 78229","6323 SOVEREIGN ST STE 172 SAN ANTONIO, TX 78229",0,0,0,4,0,0,2,0,0,2839,0,0,Exclusive Residential Care Services Inc.,1548392-9991,Child Placing Agency-Adoption Services,,210-399-8309,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Initial,
Alexis Llaguno,No,No,No,DALLAS,"Mon, Tues, Wed, Thurs",,308754,08:00 AM-05:00 PM,5/2/2008,-,"1801 N HAMPTON RD STE 400 DESOTO, TX 75115","1801 N HAMPTON RD STE 400 DESOTO, TX 75115",1,11,1,5,18,1,95,59,1,4693,0,48,FaithWorks Inc,867939-4210,Child Placing Agency,,972-293-2500,"Child Care,Assessment,Transitional Living",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,www.faithworksinc.us
Linda Rose,No,No,No,KENDALL,Monday - Friday,,304987,08:30 AM-04:30 PM,10/9/2006,-,"124 E BANDERA RD STE 402 BOERNE, TX 78006","124 E BANDERA RD STE 402 BOERNE, TX 78006",0,10,2,5,8,3,58,27,19,2452,0,35,Families Especial Inc,865810-1106,Child Placing Agency-Adoption Services,,830-816-2266,"Child Care,Transitional Living,Respite Child Care",No,Emotional Disorders,Full Permit,
Kendra Maxie,No,No,No,GONZALES,Monday - Friday,sondra@familylinkkids.com,273849,08:30 AM-05:00 PM,11/16/2006,-,"13326 N HIGHWAY 183 GONZALES, TX 78629","13326 N HIGHWAY 183 GONZALES, TX 78629",1,30,0,9,30,2,136,83,18,4141,0,156,Family Link Treatment Services Inc.,849950-3031,Child Placing Agency-Adoption Services,,830-875-6062,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.familylinkkids.com
Maxine Seiler,No,Yes,No,FORT BEND,Monday - Friday,deb@fam2fam.org,165796,08:00 AM-04:00 PM,8/2/2001,-,"1000 AUSTIN ST STE B RICHMOND, TX 77469","1000 AUSTIN ST STE B RICHMOND, TX 77469",0,0,0,1,0,0,4,1,0,1889,0,12,Family to Family Adoptions Inc,549668-335,Child Placing Agency-Adoption Services,,281-342-4042,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,deb@fam2fam.org
Sophia Fields,No,No,No,FORT BEND,Wed,sdavisfields@foreverfamiliesinc.org,361455,10:00 AM-02:00 PM,1/9/2009,-,"1231 LANTANA ESTATES CT FRESNO, TX 77545","1231 LANTANA ESTATES CT FRESNO, TX 77545",0,0,0,2,1,0,4,1,0,4616,0,1,Forever Families,900573-5331,Child Placing Agency-Adoption Services,,713-661-2626,Child Care,No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.forfam.org
Cathy Sones,No,No,No,MCLENNAN,Monday - Friday,,249721,09:00 AM-05:00 PM,3/22/2005,-,"400 SCHROEDER DR WACO, TX 76710","400 SCHROEDER DR WACO, TX 76710",0,2,0,0,1,0,2,0,0,2861,0,2,GENERATIONS ADOPTIONS,838838-2047,Child Placing Agency-Adoption Services,,254-741-1633,Child Care,No,,Full Permit,www.generationsadoptions.org
Tanya Dionne Bryant,No,No,No,HARRIS,Monday - Friday,,476091,08:00 AM-04:00 PM,5/21/2010,-,"2855 MANGUM RD STE 330 HOUSTON, TX 77092","2855 MANGUM RD STE 330 HOUSTON, TX 77092",3,12,2,12,11,2,62,25,6,7001,1,27,Good Hearts Youth & Family Services,994466-5931,Child Placing Agency-Adoption Services,Usually the last Friday of both the Red Oak and Mangum offices may be closed temporarily for a few hours or the entire day depending on the activity for that month.,281-298-4028,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,goodheartsyfs.org
Tanya Dionne Bryant,No,-,No,WILLIAMSON,,bbrock@goodheartsyfs.org,1104405,,-,-,"13740 RESEARCH BLVD STE 5 AUSTIN, TX 78750","13740 RESEARCH BLVD STE 5 AUSTIN, TX 78750",0,0,0,0,0,0,3,0,0,4838,-,0,Good Hearts Youth & Family Services,994466-5931-2,Child Placing Agency  (Branch),,281-298-4028,,No,,,
Kathryne Noel Wilkins,No,-,No,SMITH,,drdan@gracemanor.us,1148309,,-,-,"414 S BROADWAY AVE TYLER, TX 75702","414 S BROADWAY AVE TYLER, TX 75702",0,0,0,0,0,0,3,2,1,634,-,28,Grace Manor Incorporated,813012-705-1,Child Placing Agency  (Branch),,--,,No,,,www.gracemanor.org
Kathryne Noel Wilkins,No,No,No,SHELBY,Monday - Friday,drdan@gracemanor.us,197970,08:30 AM-05:00 PM,9/12/2003,-,"325 TENAHA ST CENTER, TX 75935","325 TENAHA ST CENTER, TX 75935",1,9,1,3,7,4,39,33,5,4031,1,36,Grace Manor Incorporated,813012-705,Child Placing Agency-Adoption Services,,936-598-3611,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.gracemanor.org
Snow Wu,No,No,No,TRAVIS,Monday - Friday,leighanne@gwca.org,145249,06:00 AM-06:00 PM,10/25/1996,-,"248 ADDIE ROY RD STE A102 AUSTIN, TX 78746","248 ADDIE ROY RD STE A102 AUSTIN, TX 78746",0,1,0,0,0,0,2,0,0,2922,0,0,"Great Wall China Adoption, DBA Children of All Nations",520902-404,Child Placing Agency-Adoption Services,,512-323-9595,Child Care,No,,Full Permit,http://www.gwcadopt.org
,Yes,No,No,TARRANT,Thurs,greatersouthwest@att.net,1132557,10:00 AM-03:00 PM,1/30/2014,-,"3017 MEDLIN DR STE A ARLINGTON, TX 76015","3017 MEDLIN DR STE A ARLINGTON, TX 76015",2,9,1,14,9,11,16,7,0,2269,0,0,Greater Southwest Child Placing Agency,1531107-9331,Child Placing Agency,Only open on Thursday's 10-3pm;,817-468-3043,"Child Care,Assessment,Transitional Living,Respite Child Care",No,,Initial,greatersouthwestgroup.com
Eleasia Watts-Lewis,No,No,No,DALLAS,Wed,info@guardianfamilyservices.org,541569,09:00 AM-12:00 PM,9/17/2010,-,"2305 OAK LN STE 209 GRAND PRAIRIE, TX 75051","PO BOX 543182 GRAND PRAIRIE, TX 75054",1,4,0,1,2,3,13,8,0,2082,0,0,"Guardian Family Services, Inc.",1049987-6291,Child Placing Agency,Open only on Wednesday's from 9am-12pm (Effective 09/18/14),972-264-6551,Child Care,No,Emotional Disorders,Full Permit,www.guardianfamilyservices.org
Rodriquez Garrett,No,No,No,HARRIS,Monday - Friday,info@handsofhealing.org,1135100,08:00 AM-05:00 PM,9/28/2014,-,"2609 MARKET ST BAYTOWN, TX 77520","2609 MARKET ST BAYTOWN, TX 77520",0,0,0,0,0,0,2,0,0,3427,0,2,Hands of Healing,1532965-9551,Child Placing Agency-Adoption Services,,281-424-2200,"Child Care,Assessment,Respite Child Care",No,Emotional Disorders,Renewed Initial,www.handsofhealing.org
Jamie Breed,No,No,No,TAYLOR,Monday - Friday,breedhfs@camalott.com,244203,09:00 AM-05:00 PM,2/17/2004,-,"305 GRAPE ST ABILENE, TX 79601","PO BOX 329 ABILENE, TX 79604",1,3,1,4,1,0,8,3,0,2510,0,10,Harmony Family Services INC Child Placing Agency,836348-237,Child Placing Agency,,325-672-7200,"Child Care,Transitional Living",No,Emotional Disorders,Full Permit,harmonyfamilyservices.org.
Elizabeth Mesfin,No,No,No,HARRIS,Monday - Friday,intake@havehaven.org,312384,09:00 AM-04:00 PM,2/21/2007,-,"9900 WESTPARK DR STE 240 HOUSTON, TX 77063","PO BOX 771506 HOUSTON, TX 77215",2,16,0,10,11,2,57,29,2,2998,0,24,Have Haven Child Placing Agency,870277-3270,Child Placing Agency-Adoption Services,,832-667-8851,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation",Full Permit,www.havehaven.org
Veronica Seamster,No,No,No,HARRIS,Monday - Friday,,525491,08:00 AM-05:00 PM,9/27/2010,-,"8303 SOUTHWEST FWY STE 345 HOUSTON, TX 77074","8303 SOUTHWEST FWY STE 345 HOUSTON, TX 77074",0,3,0,0,1,0,52,28,2,2856,0,55,Heart of the Kids Social Services Incorporation,1036566-6251,Child Placing Agency-Adoption Services,,713-864-5650,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Kristi Duck,No,No,No,TRAVIS,Monday - Friday,,111048,08:00 AM-05:00 PM,12/16/1991,-,"3804 AVENUE B AUSTIN, TX 78751","3804 AVENUE B AUSTIN, TX 78751",0,7,0,2,3,1,20,11,4,2095,0,34,Helping Hand Home for Children,255115-8,Child Placing Agency-Adoption Services,,512-459-3353,Child Care,No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Ja Lynn Hogan,No,No,No,MIDLAND,Monday - Friday,highsky@highsky.org,109299,06:00 AM-06:00 PM,4/12/1991,-,"8701 W C R 60 # A MIDLAND, TX 79707","8701 W C R 60 # A MIDLAND, TX 79707",1,4,0,3,6,1,23,16,1,1769,0,33,High Sky Children's Ranch,251047-165,Child Placing Agency-Adoption Services,,432-694-7728,Child Care,No,Emotional Disorders,Full Permit,http://www.highsky.org
"Michael D. Murray, MA, LCPAA",No,No,No,KERR,,,1141306,-,12/3/2014,-,"3522 JUNCTION HWY INGRAM, TX 78025","PO BOX 67 INGRAM, TX 78025",0,0,0,0,0,0,5,0,0,5303,0,0,Hill Country Youth Ranch,1537082-9791,Child Placing Agency-Adoption Services,,830-367-2131,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Pervasive Development Disorder",Renewed Initial,
Patricia Herren,No,No,No,HARRIS,Monday - Friday,ruby@homeswithhope.org,242612,08:30 AM-05:30 PM,2/23/2005,-,"1035 E 11TH ST HOUSTON, TX 77009","PO BOX 70146 HOUSTON, TX 77270",1,2,0,4,5,1,5,2,0,2131,0,31,Homes With Hope,835683-1787,Child Placing Agency-Adoption Services,,713-864-1885,"Child Care,Respite Child Care",No,"Emotional Disorders,Primary Medical Needs",Full Permit,www.homeswithhope.org
Brooks Quinlan,No,Yes,No,DALLAS,,adoption@hopecottage.org,94091,-,5/28/1987,-,"2705 SWISS AVE DALLAS, TX 75204","2705 SWISS AVE DALLAS, TX 75204",0,3,0,2,1,2,6,3,0,3756,0,24,"Hope Cottage, Inc.",42-42,Child Placing Agency-Adoption Services,,214-526-8721,Child Care,No,,Full Permit,www.hopecottage.org
Robyn Ketner Birkla,No,-,No,CAMERON,,,1107923,,-,-,"1309 N STUART PLACE RD STE B HARLINGEN, TX 78552","1309 N STUART PLACE RD STE B HARLINGEN, TX 78552",1,6,2,3,7,2,20,4,1,3777,-,9,Hope for Tomorrow,530113-441-12,Child Placing Agency  (Branch),,956-230-1961,,No,,,www.hope-for-tomorrow.com
Robyn Ketner Birkla,No,-,No,TOM GREEN,,,979848,,-,-,"4241 SOUTHWEST BLVD STE 101 SAN ANGELO, TX 76904","4241 SOUTHWEST BLVD STE 101 SAN ANGELO, TX 76904",1,3,0,1,1,1,13,11,0,2387,-,17,Hope for Tomorrow,530113-441-11,Child Placing Agency  (Branch),,325-949-4671,,No,,,www.hope-for-tomorrow.com
Robyn Ketner Birkla,No,-,No,HOOD,,,934001,,-,-,"2441 E HIGHWAY 377 STE 107 GRANBURY, TX 76049","2441 E HIGHWAY 377 STE 107 GRANBURY, TX 76049",1,9,1,4,9,0,28,19,1,3246,-,7,Hope for Tomorrow,530113-441-10,Child Placing Agency  (Branch),,817-573-2050,,No,,,www.hope-for-tomorrow.com
Robyn Ketner Birkla,No,-,No,HAYS,,,562908,,-,-,"1330 AQUARENA SPRINGS DR STE 107 SAN MARCOS, TX 78666","1330 AQUARENA SPRINGS DR STE 107 SAN MARCOS, TX 78666",1,9,1,3,13,0,45,29,3,1717,-,17,Hope For Tomorrow,530113-441-8,Child Placing Agency  (Branch),,512-392-7511,,No,,,www.hope-for-tomorrow.com
Robyn Ketner Birkla,No,-,No,POTTER,,,318180,,-,-,"3012 SW 26TH AVE STE 800 AMARILLO, TX 79109","3012 SW 26TH AVE STE 800 AMARILLO, TX 79109",1,3,0,1,1,0,22,12,2,2328,-,11,Hope For Tomorrow,530113-441-6,Child Placing Agency  (Branch),,806-331-5439,,No,,,www.hope-for-tomorrow.com
Robyn Ketner Birkla,No,-,No,CORYELL,,,316104,,-,-,"506 TOWN SQ COPPERAS COVE, TX 76522","506 TOWN SQ COPPERAS COVE, TX 76522",0,10,0,2,5,0,30,21,2,2357,-,14,Hope For Tomorrow,530113-441-5,Child Placing Agency  (Branch),,254-518-7700,,No,,,www.hope-for-tomorrow.com
Robyn Ketner Birkla,No,No,No,BROWN,Monday - Friday,,150654,08:00 AM-05:00 PM,2/17/1999,-,"1305 EARLY BLVD EARLY, TX 76802","1305 EARLY BLVD EARLY, TX 76802",2,1,0,2,3,0,4,1,0,2009,7,0,Hope For Tomorrow,530113-441,Child Placing Agency-Adoption Services,,325-646-4673,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.hope-for-tomorrow.com
Robyn Ketner Birkla,No,-,No,BROWN,,,316101,,-,-,"1309 EARLY BLVD EARLY, TX 76802","1309 EARLY BLVD EARLY, TX 76802",0,10,0,1,14,2,17,16,0,2413,-,16,Hope For Tomorrow,530113-441-4,Child Placing Agency  (Branch),,325-646-4673,,No,,,www.hope-for-tomorrow.com
Kayla Taylor,No,Yes,No,HARRIS,Monday - Friday,kchance@hapkids.org,107893,08:00 AM-05:00 PM,5/14/1990,-,"245 W 17TH ST HOUSTON, TX 77008","245 W 17TH ST HOUSTON, TX 77008",1,5,1,3,7,1,25,17,2,2367,0,28,Houston Achievement Place,247479-346,Child Placing Agency-Adoption Services,"We are closed on Memorial Day, 4th of July, Labor Day, the Thursday and Friday of Thanksgiving, Christmas Eve and Christmas Day, New Year's Eve and New Year's Day. We usually get the day before Christmas Eve off also as our Christmas present.",713-868-1943,Child Care,No,Emotional Disorders,Full Permit,
Arminda Morgado- Garcia,No,No,No,CAMERON,,,290065,-,2/17/2006,-,"4000 FM 511 BROWNSVILLE, TX 78526","4000 FM 511 BROWNSVILLE, TX 78526",0,5,1,1,4,1,62,1,29,2265,4,21,International Educational Services Inc,857739-338,Child Placing Agency,,956-831-3202,Child Care,No,,Full Permit,
Arminda Morgado- Garcia,No,-,No,CAMERON,,,295736,,-,-,"3805 W BUSINESS 83 HARLINGEN, TX 78552","3805 W BUSINESS 83 HARLINGEN, TX 78552",0,2,0,0,0,0,32,4,10,2605,-,0,International Educational Services INC,857739-338-1,Child Placing Agency  (Branch),,--,,No,,,
Arminda Morgado- Garcia,No,-,No,HIDALGO,,,1151515,,-,-,"1110 S AIRPORT DR WESLACO, TX 78596","1110 S AIRPORT DR WESLACO, TX 78596",0,1,0,0,1,0,3,0,1,1106,-,5,International Educational Services Inc,857739-338-4,Child Placing Agency  (Branch),,956-351-4900,,No,,,
Arminda Morgado- Garcia,No,-,No,CAMERON,,,1112967,,-,-,"1885 E PRICE RD BROWNSVILLE, TX 78521","1885 E PRICE RD BROWNSVILLE, TX 78521",0,6,1,2,2,1,27,1,11,2622,-,13,International Educational Services Inc,857739-338-2,Child Placing Agency  (Branch),,956-541-9933,,No,,,
Ruben Gallegos,No,-,No,CAMERON,,,1151508,,-,-,"2032 N 77 SUNSHINESTRIP HARLINGEN, TX 78550","2032 N 77 SUNSHINESTRIP HARLINGEN, TX 78550",0,2,0,0,0,0,4,1,1,1244,-,21,International Educational Services Inc,857739-338-3,Child Placing Agency  (Branch),,956-425-9200,,No,,,
Holly Merritt,No,No,No,TARRANT,Monday - Friday,hmerritt@ccdofw.org,677910,08:00 AM-05:00 PM,1/13/2011,-,"249 W THORNHILL DR FORT WORTH, TX 76115","PO BOX 15610 FORT WORTH, TX 76119",0,2,0,2,2,0,10,3,2,1804,0,26,International Foster Care,1159846-6911,Child Placing Agency,,817-534-0814,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,www.CatholicCharitiesFortWorth.org
Evelyn Trowell,No,No,No,DALLAS,"Mon, Tues, Wed, Thurs",info@jelohimfostercare.com,1105182,10:00 AM-05:00 PM,2/21/2014,-,"1636 N HAMPTON RD STE 270 DESOTO, TX 75115","1636 N HAMPTON RD STE 270 DESOTO, TX 75115",2,6,1,4,3,1,23,8,1,3636,0,18,J. ELOHIM INC,1509523-8591,Child Placing Agency-Adoption Services,,214-377-7626,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation",Full Permit,jelohimfostercare.com
Jacqueline Diann Simon-Scott,No,No,No,HARRIS,Monday - Friday,fostercare@thechildrenscenterinc.org,153033,08:00 AM-05:00 PM,8/20/1998,-,"1301 REGENTS PARK DR STE 103 HOUSTON, TX 77058","1301 REGENTS PARK DR STE 103 HOUSTON, TX 77058",1,21,3,12,25,5,114,67,8,2795,1,58,Jameson Center,533140-502,Child Placing Agency-Adoption Services,,281-282-1301,"Child Care,Transitional Living",No,Emotional Disorders,Full Permit,www.thechildrenscenterinc.org
Jacqueline Diann Simon-Scott,No,-,No,GALVESTON,,fostercare@thechildrenscenterinc.org,1174303,,-,-,"602 SEAWOLF PKWY APT 133 GALVESTON, TX 77554","602 SEAWOLF PKWY APT 133 GALVESTON, TX 77554",0,0,0,0,0,0,0,0,0,0,-,0,Jameson Center-Pelican Island,533140-502-2,Child Placing Agency  (Branch),,409-572-2500,,No,,,www.thechildrenscenterinc.org
Elizabeth A. Lindner,No,No,No,DALLAS,Monday - Friday,19general94@kidnet.org,297982,08:30 AM-05:00 PM,8/23/2007,-,"6065 DUCK CREEK DR GARLAND, TX 75043","PO BOX 140085 DALLAS, TX 75214",0,3,0,1,1,2,8,5,1,4067,1,36,Jonathan's Place Foster Family Program,861948-3751,Child Placing Agency-Adoption Services,On-call is available 24/7 365 days a year by calling 214-289-9560. Alternate Emergency Contact: Elizabeth Linder 972-303-5346 cell 214-789-6262,972-303-1335,Child Care,No,Emotional Disorders,Full Permit,www.jpkids.org
Elizabeth A. Lindner,No,-,No,TARRANT,,19general94@kidnet.org,1169576,,-,-,"4150 INTERNATIONAL PLZ STE 600 FORT WORTH, TX 76109","PO BOX 331193 FORT WORTH, TX 76163",0,0,0,0,0,0,1,0,0,286,-,0,Jonathan's Place Foster Family Program,861948-3751-1,Child Placing Agency  (Branch),,817-349-4323,,No,,,www.jpkids.org
Secunda Bailey,No,No,No,TRAVIS,Monday - Friday,diane_frei@yahoo.com,142167,09:00 AM-04:00 PM,2/26/1996,-,"3505 LARCHMONT CV AUSTIN, TX 78704","3505 LARCHMONT CV AUSTIN, TX 78704",0,1,0,0,2,0,13,9,0,1784,2,9,Kids at the Crossroads Inc,516839-169,Child Placing Agency,,512-346-8315,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.kidsatthecrossroads.org
Secunda Bailey,No,-,No,BROWN,,,291753,,-,-,"2451 C R 135 BROWNWOOD, TX 76801","PO BOX 837 BROWNWOOD, TX 76804",0,1,0,0,0,0,10,3,3,2254,-,9,Kids At The Crossroads Inc.,516839-169-2,Child Placing Agency  (Branch),,325-938-7366,,No,,,
Secunda Bailey,No,-,No,HARRIS,,daniel@kc-austin.org,162435,,-,-,"5870 HIGHWAY 6 N STE 309 HOUSTON, TX 77084","5870 HIGHWAY 6 N STE 309 HOUSTON, TX 77084",1,5,1,2,5,2,55,31,2,3651,-,20,Kids At The Crossroads-Houston,516839-169-1,Child Placing Agency  (Branch),,281-345-7358,,No,,,
Carla Johnson,No,No,No,TARRANT,"Tues, Thurs",cjohnson@kidsfirstinc.net,681610,09:00 AM-03:00 PM,6/13/2011,-,"4900 SE LOOP 820 STE 202 FORT WORTH, TX 76140","4900 SE LOOP 820 STE 202 FORT WORTH, TX 76140",0,4,0,3,5,0,26,12,1,2903,0,21,"Kids First, Inc.",1162646-6931,Child Placing Agency-Adoption Services,,817-937-9431,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,www.kidsfirstinc.net
Michelle Marie Williams,No,No,No,DALLAS,Wed,kingdomkcpa@gmail.com,1152067,01:00 PM-04:00 PM,1/15/2015,-,"9709 C F HAWN FWY STE P DALLAS, TX 75217","9709 C F HAWN FWY DALLAS, TX 75217",0,0,0,0,0,0,5,0,0,3152,0,4,Kingdom Kids Child Placing Agency,1544555-9931,Child Placing Agency,Effective 04/03/14 the agency will be open only on Wednesday's from 1-4pm;,469-347-3143,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation",Renewed Initial,
Eric Fernelius,No,-,No,BEXAR,,fam-tx-sanantonio@ldsfamilyservices.org,1056049,,-,-,"3201 CHERRY RIDGE ST STE C320 SAN ANTONIO, TX 78230","3201 CHERRY RIDGE ST STE C320 SAN ANTONIO, TX 78230",0,0,0,1,0,0,2,0,0,539,-,0,LDS Family Services,42316-497-4,Child Placing Agency  (Branch),,210-541-1447,,No,,,
Eric Fernelius,No,-,No,HARRIS,,,884154,,-,-,"16333 HAFER RD HOUSTON, TX 77090","16333 HAFER RD HOUSTON, TX 77090",0,1,0,0,0,0,2,0,0,3821,-,0,LDS Family Services,42316-497-3,Child Placing Agency  (Branch),,281-537-0211,,No,,,
Eric Fernelius,No,No,No,DALLAS,Monday - Friday,fam-tx-carrollton@ldschurch.org,94753,10:00 AM-04:00 PM,12/20/1988,-,"1100 W JACKSON RD CARROLLTON, TX 75006","1100 W JACKSON RD CARROLLTON, TX 75006",0,2,0,0,0,0,2,0,0,2578,2,0,LDS Family Services,42316-497,Child Placing Agency-Adoption Services,,972-242-2182,Child Care,No,,Full Permit,
Renee Tanner,No,No,No,EL PASO,Monday - Friday,,94202,08:30 AM-05:00 PM,10/17/1985,-,"1100 E CLIFF DR EL PASO, TX 79902","1100 E CLIFF DR EL PASO, TX 79902",1,1,0,2,0,1,3,0,0,3618,0,6,Lee Beulah Moor Childrens Home,7614-38,Child Placing Agency-Adoption Services,,915-544-8777,"Child Care,Respite Child Care",No,,Full Permit,
Ricky Walter,No,Yes,No,NAVARRO,Monday - Friday,,297575,08:00 AM-05:00 PM,10/30/2006,-,"5301 W HIGHWAY 31 CORSICANA, TX 75110","5301 W HIGHWAY 31 CORSICANA, TX 75110",0,0,0,0,0,0,3,0,0,2564,5,0,Lifeline Children & Family Services,861745-3730,Child Placing Agency-Adoption Services,,903-872-7700,Child Care,No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,lifelinecfs.org
Ricky Walter,No,-,No,HARRIS,,,590148,,-,-,"2500 E T C JESTER BLVD STE 200 HOUSTON, TX 77008","2500 E T C JESTER BLVD STE 200 HOUSTON, TX 77008",0,11,0,3,10,2,35,16,1,1984,-,20,Lifeline Children & Family Services,861745-3730-3,Child Placing Agency  (Branch),,713-242-1907,,No,,,lifelinecfs.org
Ricky Walter,No,-,No,DALLAS,,,1174031,,-,-,"1229 E PLEASANT RUN RD STE 212 DESOTO, TX 75115","5301 W HIGHWAY 31 CORSICANA, TX 75110",0,0,0,0,0,0,0,0,0,0,-,0,Lifeline Children & Family Services,861745-3730-6,Child Placing Agency  (Branch),,817-200-7453,,No,,,lifelinecfs.org
Ricky Walter,No,-,No,HENDERSON,,lifeline@lifelinecfs.org,1114686,,-,-,"2611 W MAIN ST GUN BARREL CITY, TX 75156","2611 W MAIN ST GUN BARREL CITY, TX 75156",0,1,0,1,1,1,4,0,0,1748,-,2,Lifeline Children and Family Services,861745-3730-5,Child Placing Agency  (Branch),,903-215-8229,,No,,,
Ricky Walter,No,-,No,TARRANT,,lifeline@lifelinecfs.org,324259,,-,-,"7205 S COOPER ST STE 111 ARLINGTON, TX 76001","7205 S COOPER ST STE 111 ARLINGTON, TX 76001",1,12,1,12,13,9,50,35,3,4826,-,34,Lifeline Children and Family Services,861745-3730-1,Child Placing Agency  (Branch),,817-459-0033,,No,,,www.lifelinecfs.org
Ricky Walter,No,-,No,BEXAR,,lifeline@lifelinecfs.org,977916,,-,-,"10615 PERRIN BEITEL RD STE 207 SAN ANTONIO, TX 78217","10615 PERRIN BEITEL RD STE 207 SAN ANTONIO, TX 78217",0,0,0,0,0,0,9,4,0,3393,-,13,Lifeline Children and Family Services,861745-3730-4,Child Placing Agency  (Branch),,210-853-5805,,No,,,www.lifelinecfs.org
Erin Ashley Nichols,No,No,No,BELL,Monday - Friday,,142532,09:00 AM-05:00 PM,2/26/1996,-,"213 MILL CREEK DR STE 170 SALADO, TX 76571","PO BOX 1164 SALADO, TX 76571",0,9,0,2,10,0,52,33,4,1966,0,18,Lighthouse Family Network,517310-139,Child Placing Agency,,254-947-3152,"Child Care,Assessment,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,http://www.lfnetwork.org
Zelda Minors,No,No,No,TRAVIS,Monday - Friday,info@lonestarsocialservices.com,1165463,08:30 AM-05:30 PM,12/30/2014,-,"801 POINT RUN DR PFLUGERVILLE, TX 78660","801 POINT RUN DR PFLUGERVILLE, TX 78660",0,0,0,0,0,0,1,0,0,2448,0,0,"Lonestar Social Services, LLC",1555382-10171,Child Placing Agency-Adoption Services,As another emergency contact Jason Fulton (General Accountant Manager) can be reached at 254-239-4342,512-202-3686,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Initial,www.lonestarsocialservices.com
Kathleen Lively,No,No,No,TARRANT,Monday - Friday,kathleenlively@rvbh.com,165742,08:30 AM-05:00 PM,7/30/2001,-,"1112 E COPELAND RD STE 310 ARLINGTON, TX 76011","PO BOX 13517 ARLINGTON, TX 76094",1,11,0,4,7,2,28,17,0,5101,0,27,Lonestar Solutions,549601-512,Child Placing Agency-Adoption Services,,817-265-2344,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Carol Morgan,No,No,No,SMITH,Monday - Friday,,104580,06:00 AM-06:00 PM,4/9/1988,-,"430 S VINE AVE TYLER, TX 75702","PO BOX 131466 TYLER, TX 75713",0,0,0,0,0,0,2,0,0,2684,0,8,Loving Alternative Adoption Agency,234998-321,Child Placing Agency-Adoption Services,,903-533-1288,Child Care,No,,Full Permit,
